text_clean,text_len,label
egg nog taste like what bird doodoo look like,45,neither
& 8220 ; <user> : if jennifer hudson can lose weight anybody can you fat ass hoes!!!& 8221 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ;,132,offensive_language
rt <user> : <user> looked like princess bella in that yellow dress& 128120 ;& 128120 ;,86,neither
rt <user> : if some little fucking faggot spits in my food i swear to god id tear your fucking arms off <url>,109,hate_speech
"rt <user> : these bitches aint shit pussy is my greatest vice i love smokin weed, i hate advice",95,offensive_language
& 8220 ; <user> : i wouldn't trust a male cheerleader @ all cuz .& 8221 ; cimarron got one & 128514 ; he got allll the bitches,126,offensive_language
these bitches bound to get hurt cause a lot of these niggas be playing,70,offensive_language
"shit that seth says, ""it's fatter than my cunt.""",48,offensive_language
been a long december hasn't it? counting crows (:,49,neither
"rt <user> : its 2 things in this world that i aint seen, thats a ufo a bitch that i need !!",91,offensive_language
& 8220 ; <user> : i just accidentally ate a pot brownie. i guess there goes my pledge of being drug free for life . lolz .& 8221 ; lmao college,143,neither
rt <user> : and y'all niggas jus give up the pussy.. i wonder how y'all feel reading the tl... nervous af huh? thinkin y'all bout to ge& 8230 ;,143,offensive_language
rt <user> : <user> johns.... be honest.... you got hoes in different area codes,79,offensive_language
rt <user> : never cared about how another bitch saw me. i know who i am,71,offensive_language
<user> earthdaynoaa is da colored folk allowed to join? cuz in my hood folk worried about da watermelon not growin and da chicken too small,139,offensive_language
"<user> yep, them bitches are dumb af....loyal but dumb lol",58,offensive_language
you can masturbate anytime bitch lol & 8220 ; <user> : i just want some damn alone time. fucccckkkkkk! lol& 8221 ;,114,offensive_language
& 128563 ; rt <user> : & 128557 ;& 128557 ;& 128557 ; these hoes selfish,72,offensive_language
<user> fuck you bitch,21,offensive_language
it's still spring bitch,23,offensive_language
"<user> - remember when we played plaquemine they kept calling our whole team gay lydia said ""i'll turn all you hoes out, fwm!"" & 128553 ;& 128557 ;",147,offensive_language
i ain't fenna be locked up 23 hours a day beating my dick for a guilty mf who out here fucking free world pussy.,112,offensive_language
rt <user> : if those captcha pictures get any more fuzzy i'm going to need a bot to decipher them,97,neither
<user> <user> <user> soft shit? are you handicapped or retarded?,64,hate_speech
"rt <user> : if you ate my pussy, don't ever try to disrespect me . fck nigga i fed you & 9995 ;",95,offensive_language
charles tillmans' eyes are more yellow than corn,48,neither
i wasn't born last night i know these hoes ain't right,54,offensive_language
rt <user> : people beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay,104,offensive_language
"rt <user> : ""pussy""& 128514 ;& 128557 ;& 128557 ; <url>",55,offensive_language
lil bitch but her ass move & 128541 ;& 128540 ;& 128540 ;& 128540 ;,67,offensive_language
"all theses hoes on me , they so phony & 128534 ;",48,offensive_language
"free 5iiive nigga, let all a my dogs out. moma said no pussy cats inside my dog house! sb4 gang !! <url>",104,offensive_language
"it's almost christmas, charlie brown...",39,neither
shoutout to my mamma cause she ain't raise no hoe,49,offensive_language
"mfs see a picture of a couple walking on the stairs together caption it ""goals& 128525 ;& 128588 ;"", bitch all they doing is going down the stairs",146,offensive_language
rt <user> : my chinese social media feed is in total hysteria over the onset of bird flu recent dead pigs in the river in shang ...,131,neither
taught ma lil niggah how to treat a girl,40,offensive_language
i'm about to hit a bitch,24,offensive_language
stupid ass hoe,14,offensive_language
rt <user> : if i get 30 or more retweets that's proof i get 0 bitches. let's settle this once and for all,105,offensive_language
it's ok to tell a nigga he trash and a feature will never happen fam.,69,offensive_language
"rt <user> : i got drugs and hugs for you, bitch.",48,offensive_language
rt <user> : forget your typical graduation speech. charlie day manages to be hilarious and inspirational in today& 8217 ;s mifvotd: <url>,137,neither
rt <user> : never trust a bitch that take quick ass showers!,60,offensive_language
you lil stupid ass bitch i ain't fucking with you,49,offensive_language
"a white lighter is bad luck, not yellow ur stupid",49,neither
you and yuh bitch ass ull get smacked quick,43,offensive_language
rt <user> : <user> dont mind my retarded ass& 128514 ;,54,offensive_language
hit that bitch with a reality check. bitches love reality checks.,65,offensive_language
"he died for a reason rt <user> : "" <user> : i didn't follow you back cuz you fat, bitch. foh large hoe."" jesus ain't pleased fam",128,offensive_language
high then a hoe with bitch ass benny,36,offensive_language
<user> that's how rednecks erecycle. <url>,42,offensive_language
you see you? you a bitch you.... talk shit nigga you'll get ya issue!!,70,offensive_language
"& 8220 ; <user> : you boney little hoe "" <user> : smile for the day. <url> this is funny? :/",92,offensive_language
juicy j can't say no to ratchet pussy remember?,47,offensive_language
rt <user> : i smashed her an dat pussy was wet & 128591 ;,57,offensive_language
<user> fag rhymes with gag.,27,offensive_language
""" <user> : have ya ever asked your bitch for other bitches - kanye voice"" yes",77,offensive_language
i i haven't watched a single episode of lhhny however i'm watching the reunion. this coon shit. i mean the levels of ratcheticity,129,neither
project pay is just a soft ass little bitch.,44,offensive_language
& 8220 ; <user> : & 8220 ; <user> : last night was well.. fun lmao& 8221 ; you got some pussy didn't ya vern& 8221 ; unfortunately no lol,137,offensive_language
yea buddy rt <user> : a lot of nba trash talk going on,54,neither
<user> bye youre a queer,24,hate_speech
quitting showed me who my true friends were and it showed me all the ones who were the two faced bitches :),107,offensive_language
play pussy and get fucked!,26,offensive_language
saw this bad bitch today <user> & 128539 ; <url>,48,offensive_language
"man these bitches are so boring yo. where the outgoing, fun, wild bitches at",76,offensive_language
". <user> 's love of obama is unrequited, however. obama is clearly putin's bitch.",81,offensive_language
"mccann, although not having the greatest of seasons, would be a step up from russel martin. mccann or carlos ruiz mlb yankees",125,neither
"rt <user> : <user> <user> no, you're a nigger, go pick my cotton",64,offensive_language
that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day & 128545 ;& 128545 ;& 128074 ;& 128298 ;& 128163 ;,156,hate_speech
"my bitches are related . they are ""kissing cousins"" . & 128557 ;& 128557 ;& 128514 ;",84,offensive_language
up early on dat good dope wit my niccas!,40,offensive_language
rt <user> : here's your first look at charlie cox as matt murdock in marvel 's <user> on netflix nycc <url>,107,neither
gm....don't be the bird that didn't get the worm today gostampsgo84,67,neither
"i got .05"" of rain yesterday including the bird shit in my gauge.",65,offensive_language
"talkin brokanese, i took yo bitch and broke her knees",53,offensive_language
rt <user> : im so popular& 8230 ; all yo bitches know me. most these niggas hatin& 8230 ; well at least they know me,116,offensive_language
& 8220 ; <user> : snap chat names please? & 128527 ;& 128171 ;& 128166 ;& 8221 ;only bitch you can snapchatt is me,114,offensive_language
<user> and why would i care what a bitch ass nigga think and u don't understand how fucking scary u look,104,offensive_language
i didn't wanna see your hoe ass pictures anyways. take care of your fuckin kids too.,84,offensive_language
<user> i hate that shit. like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.,119,offensive_language
"na nigguh i don't know how you "" rock""",38,offensive_language
rt <user> : a wild one in the bronx. yankees score 6 runs in bottom of 7th to take 8-7 lead over red sox. the half-inning took thirty& 8230 ;,141,neither
<user> what niggah,18,offensive_language
sitting up here next to the neighborhood crazy bitch she keeps randomly busting out laughing.,93,offensive_language
shy singer surprises and melts simons heart: <url> this was so damn beautiful! i almost cried!!,95,neither
<user> shut up niglet,21,offensive_language
rt <user> : omg you own a microwave!? fancy bitch,49,offensive_language
y'all i'm so mad i wasted them calories on that honey bun.. that ho was dry as hell & 128553 ;,94,offensive_language
turn it up with ma down bitch & 128076 ;,40,offensive_language
rt <user> : <user> ugly bitch has blood on her hands for her whore ways,71,offensive_language
fuck you ghetto ass coons,25,hate_speech
rt <user> : <user> <user> gee isn't cracker a racist term? so tired of these race baiters.,90,hate_speech
rt <user> : lol imma start handing out guides manuals cause you bitches wanna be me so bad & 128514 ;& 128553 ;& 9995 ;& 128129 ;,129,offensive_language
that pussy best be shaved for the holidays!,43,offensive_language
i keep these hoes in check until they bounce,44,offensive_language
"completely off topic, idgaf about that pretty hoe tho",53,offensive_language
i love how everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious,111,offensive_language
"neverrr, play me for stupid because i'm far from it.. you bitches might be stupid. but not me & 128581 ;",104,offensive_language
diabetes galore & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ; rt <user> : colorado health officials recommend pot brownie ban <url>,136,neither
it's only a few real bitches i know.,36,offensive_language
<user> everybody in dot mob/o-red/mickey factz when you battled clips he wore some ancient hong kong shit + 2 different colored hi-tops,135,offensive_language
"rt <user> : these thots keep saying all niggas want is pussy& 128049 ;& 128530 ;....well bitch wtf else does your broke, non cooking, ass have to off& 8230 ;",157,offensive_language
<user> my pops is from new york. my family is yankee obsessed. my sister literally cried when she heard he was gonna,116,neither
"this ain't no bitch ass boom bap, it's click clack move back.",61,offensive_language
still trash <url>,17,offensive_language
rt <user> : rt <user> : hell wrong with yall? rt <user> : pecan pie and sweet potato pie trash. <url>,101,offensive_language
rt <user> : & 8220 ; <user> : brandon is so annoying& 8221 ;and a lil bitch,75,offensive_language
rt <user> : i'm not going out my way 2 make sure bitches know nothing ... just pay attention !!!,96,offensive_language
can't decide if i should wear my yellow rain boots for the purposes of being all black yellow errrrything...,108,neither
rt <user> : coming soon on a bitch nigga!!!!! monstertape 10.28 <url>,69,offensive_language
all the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 & 128514 ;,89,offensive_language
"<user> ur pal <user> threat2 ""apostate kufar"" ""i cld cut ur neck w/sword of islam watch u squeal like a bitch like daniel pearl""",128,hate_speech
"karma is the biggest bitch you'll ever meet, keep pushing her buttons..........",79,offensive_language
<user> <user> <user> lay in it brother i'm a honky,50,offensive_language
rt <user> : & 8220 ; <user> : quote this tweet with the funniest pic in ya camera roll & 128514 ;& 8221 ; this bitch started it all& 128514 ; <url>,147,offensive_language
"<user> i've had to do it in multiple classes. ain't really that rare. also, don't call your teacher a bitch on twitter.",119,offensive_language
rt <user> : us dykes get more play than most niggas! -famu,58,offensive_language
im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! foh,79,neither
""" like snoop said in 94 we dont love these hoes """,49,offensive_language
<user> follow back bitch,24,offensive_language
i love my haters they my biggest fans... i'm on the field dem bitches in the stands!!!,86,offensive_language
<user> <user> sleep niggah! lol,31,offensive_language
showin more love to bitches fucked on the side,46,offensive_language
rt <user> : 1st rt <user> : show proof i sold pussy for $65. i'll wait.,71,offensive_language
"rt <user> : years of eating and still no beard, more of mythology. rt <user> when you eat pussy it helps yo beard grow this is s& 8230 ;",136,offensive_language
rt <user> : <user> oh....i know dude. i just went off on his ass i'm done with that faggot,90,offensive_language
rt <user> : yah she was a hoe...,32,offensive_language
"so bitch shoot me a look, it better be a blank stare, or get shanked in the pancreas",84,offensive_language
rt <user> : our taxi driver is fucking retarded.. he doesn't know how to get from grapevine to lewisville,105,offensive_language
rt <user> : what type of eye make-up do redneck women use? nascara.,67,offensive_language
"uh cody called me a punk ass bitch and i said, i think you meant to say boss ass bitch but i'll let it go ctfu & 128514 ;",121,offensive_language
rt <user> : johnny manziel& 8217 ;s bye-week stat line: bud light platinums: 23 | shots of patron: 8 | side bitches: 5 | fucks given: 0,135,offensive_language
"rt <user> : dese hoes be ugly af talking bout ""if i wanted yo boyfriend i could have him"" bitch you look like a boyfriend & 128514 ;& 128514 ;",142,offensive_language
"tolerance? what, in sharpening knives? 200+ years jihadis have been a pain in our a$$. <user> <user> <user> <user>",114,offensive_language
rt <user> : bitch u boutta drown tryna be a hoe & 8220 ; <user> : & 8220 ; <user> : twitpic a no bra selfie showing nipples& 8221 ; <url>,137,offensive_language
<user> i called you hoe lol,27,offensive_language
heat bitches!!!!!!!!!!!,23,offensive_language
<user> bitch this shit is soooo funny & 128553 ;& 128128 ;& 128557 ;,68,offensive_language
man i do have hoes and they are all in the same location & 128589 ;,67,offensive_language
music sounds a million times better in my car i love having a sub and new speakers. it's like a mini rave in this bitch. bumpin,127,offensive_language
<user> <user> <user> <user> mine pussy,38,offensive_language
"rt <user> : yankees win, 6-5, on a walkoff single by derek jeter!!!!!! farewellcaptain",86,neither
""" momma said no pussy cats inside my doghouse """,47,neither
"<user> <user> lol that's basically like the ""you got too many hoes"" curve",73,offensive_language
"mitt romney gone take away weave if he become president, hoes gone be walkin around looking like lil bill calliou...",116,offensive_language
i love bad bitches thats my fuckin problem forreal real shit i cant even help it,80,offensive_language
lmfao this is some straight up retarded shit up in here,55,offensive_language
i'm pussy i'm not about this internet life & 128557 ;& 128532 ;.,64,offensive_language
"& 8220 ; <user> : i'm a pro at losing followers. some people just can't handle my excessive use of the work ""cunt"".& 8221 ; mines cause i say fuck",146,offensive_language
<user> neck titties then pussy,30,offensive_language
i wouldn't fuk a lot of u bitches .. realtalk,45,offensive_language
<user> yall fucking trash boyy!!! gladbagflow,45,offensive_language
damn bro im hungry then a hoe rt and ain't got shit to eat at the crib fuckkkk,78,offensive_language
heres a thought you dont have a valentine bc your a mean ugly bitch haha,72,offensive_language
niggas be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen,99,offensive_language
"if yo girl doesnt swallow kids, that bitch basic!",49,offensive_language
i can be very vengeful. don't be a cunt.,40,offensive_language
my main bitch my side bitch mad at me i could give two fuckssss,63,offensive_language
"rt <user> : ""drop that bitch"" - <user> on the atomic bomb",57,offensive_language
"' ok my texas bitch keep textin me , callin cryin stressin me , askin me about where i been but i been with another bitch allegedly & 1043359 ; .",145,offensive_language
<user> no you ignorant cement headed hillbilly. you said taxing. cant you fuckin read you fucking knob gobbling douchebag,121,hate_speech
its bros ova hoes but wifey comes before ya bros,48,offensive_language
<user> lol me and <user> just sit there and make fun of him. i can't stand that fag,83,offensive_language
<user> stfu you dont get any pussy fuck boy,43,offensive_language
rt <user> : panera with my bottom bitch <user>,46,offensive_language
*makes a wise argument about the accelerated warholian notion of celebrity in the era of vine* *passing teens mock my old wrinkled balls*,137,offensive_language
"<user> one time at band camp, i stuck a flute in my pussy -spanish springs",74,offensive_language
<user> & 8220 ; <user> <user> + that bitch already got past demons in her.seeding her up just gone fuse more.,109,offensive_language
<user> <user> rape? of course.. the only way you could get pussy. smh,69,offensive_language
& 128514 ;& 128514 ; maaaaannnn i hope so! rt <user> : <user> did we get rid of john legend looking charlie batch?,114,neither
<user> thank you based pee slit,31,neither
fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. fukniccas,94,offensive_language
"rt <user> : & 8220 ; <user> : & 8220 ; <user> : when bitches say ""darkskin niggas fuck the best"" this all i see......... <url> wo& 8230 ;",137,offensive_language
<user> you've been talking trash since we were 3 and 5.,55,neither
<user> yea he coming back him big rod doing something for that hoe,66,offensive_language
<user> bitch u forcin it talkin about my family and shit watch out,66,offensive_language
rt <user> : <user> ima beat yo lil young ass quick plyin hoe& 128074 ;& 128514 ;& 128514 ;,90,offensive_language
the willow tree in pocohontas was my bitch at 7 years old,57,offensive_language
<user> ur a boss ass bitch,26,offensive_language
this bitch bad... firebird shit ain't even drop yet!! <url>,59,offensive_language
rt <user> : ima eat that pussy all filthy & 128525 ;,52,offensive_language
"rt <user> : it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds",122,offensive_language
"rt <user> : i got 99 problems and the bitch heard me call her a bitch, so now i have 100.",89,offensive_language
video: on the record: charlie baker <url>,41,neither
krakin this bitch ipem at 12... who sippin wit me... elements <url>,67,offensive_language
rt <user> : this bitch just blew my high and i was high off all of these drugs,78,offensive_language
<user> <user> <user> hey dude watch who your calling a bitch..,62,offensive_language
"<user> well, wouldn't coast you that much but i don't see you going bass fishing with a bunch of rich rednecks either.",118,offensive_language
push a bitch out a car like im gucci mane bitch !,49,offensive_language
bust in dat bitch face i don't want sons! -- <user>,51,offensive_language
i had froyo with brownies for dinner tonight. being an adult is making these executive decisions,96,neither
i be waking up on some new shit like fuck that bitch shit,57,hate_speech
<user> <user> <user> 3/4 of a citizen. i said it for you maria you spic,71,hate_speech
i'm just tryna get to sleep before the birds start getting rowdy.,65,neither
ugly bitches post the most retarded shit on social media.,57,offensive_language
if you dont know uncle jj your a bitch,38,offensive_language
oh bitch you lurkin !? well bitch i'm twerkin & 128514 ;& 128588 ;,66,offensive_language
don't judge me.. i am vindictive and vengeful when it comes to bitches disrespecting me.,88,offensive_language
"rt <user> : beautiful wall color & 128525 ; "" <user> : i don't love these bitches and you shouldn't either & 128581 ; <url>",123,offensive_language
tf bitch do mine,16,offensive_language
just touch down in jamaica tryna smoke two acres . send a nigguh to his makerr,78,offensive_language
"rt <user> : & 8220 ; <user> : "" if you aint bout that murder game pussy nigga shut up ""& 8221 ;252 gang & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ;",154,hate_speech
"rt <user> : ""i'm sorry but side bitches better than a wife in this era...check the stats b lol""",95,offensive_language
philhughes <user> nyy better then ur whole team,47,neither
bitch ain't u his lawyer y u thank ery body stfu kill dat bitch to,66,offensive_language
what kind of person am i : the one that wears a beanie and does drugs and likes to fuck with bitches,100,offensive_language
change the pussy into a fire hydrant & 128167 ;,47,offensive_language
rt <user> : i want to leave but he said he was going to eat my pussy - now i'm afraid to go and leave my cat alone with him,123,offensive_language
stop whacking off in the shower queer boy! <user>,49,offensive_language
rt <user> : instagram always be acting like a bitch bruh,56,offensive_language
news flash: obama won the election and increase their numbers in congress. stop with the bullshit already and compromise bitches!,129,offensive_language
feel like im at home when im in dis bitch,41,offensive_language
rt <user> : pussy,17,offensive_language
"' baby moanin.... got me zone'nn , i want this bitch next too me.... pussy like ecstasy & 1043291 ;& 1041185 ; .",112,offensive_language
"'scandal' sex scene airs on abc right after 'it's the great pumpkin, charlie brown,' making parents angry <url>",111,neither
"rt <user> : a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay 4.99 for a b& 8230 ;",144,offensive_language
got a bitch so bad you can't afford to fuck.,44,offensive_language
rt <user> : <user> <user> fuck you dude! talk shit to my friend i will beat your ass bitch,90,offensive_language
my true life episode comes on later on tonight at 8pm central time. true life: i wanna be a tranny.,99,offensive_language
<user> <user> <user> <user> i can't wait for the day they take them be a boon for the entire nation,99,neither
throw that flag bitch you ain't the real bush!!,47,offensive_language
rt <user> : & 128563 ; <user> : keyair angels female party promoters are not for me.. most party promoters are hoes them angel bitches are& 8230 ;,146,offensive_language
i don't want me no good girl i fell inlove with these freak hoes,64,offensive_language
rt <user> : & 8220 ; <user> : the bromance between pat and ant is real& 8221 ; fuck that faggot,95,hate_speech
im smoking good n my bitch conceited! --- <user>,48,offensive_language
white bitches be lovin da colored men,37,offensive_language
rt <user> : i just wanna get filthy rich have a nice big house full of bad bitches that i could fuck anytime i want & 128540 ;,126,offensive_language
that bitch a tha tha,20,offensive_language
"say what ya want but if i'm single and i have the opportunity to have a dick in my ass and pussy at the same time, i'ma take it.",128,offensive_language
<user> <user> <user> i also like how i'm called the hoe when i've been saying stop.,83,offensive_language
naw bitch you goin against a monster lol lyrical maniac,55,offensive_language
it's everything to cut that bitch off,37,offensive_language
"someone tell me where the drinks at. where the bitches at. you fucking on the first night, meet me in the back. game",116,offensive_language
rt <user> : i need my pussy ate now !,37,offensive_language
""" <user> : i want snake bites , my industrial piercin a tattoo""dem hoe accessories dea & 128064 ;& 128064 ;& 128056 ;& 9749 ;",125,offensive_language
where all the 2nd string bitches at?,36,offensive_language
this my dog telling me he is done playing frisbee for now.. lazy mutt <url>,75,neither
creeping with my side bitch hope i don't get caught cheating,60,offensive_language
same niccas tryna be around me .. the same niccas that used to down me!,71,offensive_language
natitude ? okay. i'm only going to say it once. comb yer beards. lol wiggers,76,neither
then ya'll idolize kanye when he wifed up a hoe. lol,52,offensive_language
"i told my mom she eats cereal ugly she gon say ""your a rude little bitch"" i just thought i should let bitch know & 128514 ;",123,offensive_language
rt <user> : i ain't entertaining nomore dumb bitches,52,offensive_language
all the ratchet hoes on cecil b,31,offensive_language
<user> feels like a video a band would pussy out on releasing. thank god spiritualized is still around to make up for it all.,125,offensive_language
if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,89,offensive_language
quit teasing bitch,18,offensive_language
rt <user> : i'd get a girlfriend if i had hoes tho. lmaoo.,58,offensive_language
giants you bitch,16,offensive_language
& 8220 ; <user> : in a relationship with the idea of you& 8221 ; - girls with trash love lives,94,offensive_language
"fuck this i need a fat bitch, these skinny bitches ain't hungry for da mula hahaha",82,offensive_language
""" <user> : we don't love these hoes & 128080 ;& 128581 ;""",57,offensive_language
<user> hahahh thank you fag boy! represent,42,offensive_language
i'm a wigger,12,offensive_language
<user> my fuckin name hoe,25,offensive_language
"allergies have my eyes all red and chink eyed, i look like i'm stoned",69,offensive_language
<user> once it gets cold yall gonna be trash again lol,54,neither
just ordered chinese food bitches! bring on the cat!,52,offensive_language
fucking hate ghetto girls bruh,30,offensive_language
"<user> now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching! fuckin stalker!",116,offensive_language
know why birds don't wear pants? cause their pecker's in the way,64,offensive_language
rt <user> : i hate when niggas be slobin all on the blunt like they eatin pussy have the nerve to try pass it. i'm good nigga i'& 8230 ;,136,offensive_language
always a good sesh wit my niggah blakk,38,offensive_language
<user> them hoes was trash,26,offensive_language
donkey son of a bitch mother fucker,35,offensive_language
<user> texans d/st won't play the redskins again this year...,61,neither
life rt <user> : i'm not giving these hoes free meals so they can go lay up with the dude they can't get over. nope.,116,offensive_language
man it's some bad built bitches in san antonio..... if u can't wear a thong on the beach yo ass bet not retweet this,116,offensive_language
rt <user> : free wop,20,offensive_language
& 8220 ; <user> : alyssa you ignoring me bitch but you better text me back cause i'm serious !& 8221 ;fuck u smokey,115,offensive_language
rt <user> : 1 good girl is worth 1000 bitches,45,offensive_language
only my school wouldnt give kids their schedules... ghetto,58,neither
pretty bitches with even prettier titties & 9786 ;& 65039 ;,59,offensive_language
rt <user> : i just wanna leave this bitch for a weekend,55,offensive_language
<user> it didnt open das y i asked cus i thought yu ate wat i had pork chops yellow rice n beans,96,neither
i just want a girl that'll be a hoe for me that's all,53,offensive_language
cleary diz princess iz a bad bitch. <url>,41,offensive_language
rt <user> : <user> rick james ain't even slap his bitches that hard,67,offensive_language
rev. charlie rangel: what unions stand for are & 8220 ;spiritual damn things& 8221 ;& 8230 ; like inflatable rats. <url>,120,neither
"why tf is this bitch in my class wearing all brewers shit it's football season,,,,",82,offensive_language
"the dmv system was recently restructured on the narrative outline of dante's inferno. only edit, dante is a fat pissed-off cunt.",128,offensive_language
slap a hoe with a rusty axe ash my blunts on her ass,52,offensive_language
"<user> his do not, until playoffs. but luckily, this means that any future kid will definitely root for the yanks. priorities",125,neither
"<user> <user> to ---- <user> get past boot camp, and go active a few years, see what we really do daily you liberal pussy",121,hate_speech
i named my dick the truth cuz bitches can't handle it lmao,58,offensive_language
they some bitch ass niggas,26,offensive_language
its ya boi popsley da 83ar aka the real meek mills i was on this earth first pussy <url>,88,offensive_language
rt <user> : dat shit trash & 8220 ; <user> : a shirt inspired by <user> 's emoji tattoo. pre-order now: <url> <url>,115,offensive_language
rt <user> : i asked <user> what's the definition of a preppy white girl and this niggah said starbucks,102,offensive_language
omg i will kill you for liking that pic i swear bitch,53,offensive_language
"rt <user> : can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part of& 8230 ;",142,offensive_language
"rt <user> : so, yanks have signed brian mccann jacoby ellsbury. rumor has it, they still want robinson cano, babe ruth, miguel cabr& 8230 ;",139,neither
i don't blame crash for not sharing with you <user> you'll probably talk trash about it like you do food trucks geoffhatespuppies,129,neither
"rt <user> : seven grams in the blunt, almost drowned in her pussy so i swam to her butt rt <user> : quote this with a weezy verse",129,offensive_language
"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu.",132,offensive_language
it's funny when u get a black female mad they start acting ghetto then a bitch,78,offensive_language
rt <user> : errday i take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol... 300,120,offensive_language
"<user> <user> haha, i've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously.",117,offensive_language
<user> restricton g means your license been revoked stop making excuses you a straight up bitch,95,offensive_language
dick so little ugly hoes tryna find me.,39,offensive_language
rt <user> : you think she bad well my bitch meaner & 128076 ;& 128527 ;,71,offensive_language
<user> <user> it's okay i'll get bitches on this dick anyway but thanks for the tip,83,offensive_language
<user> you getting new pussy and not sharing??,46,offensive_language
rt <user> : all these bitches somewhere coughing like a mug <url>,65,offensive_language
lmfao watching brokeback mountain with taylor cuz we've both never seen it aha queers <user>,92,offensive_language
rt <user> : bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a& 8230 ;,139,offensive_language
<user> shit is trash,20,offensive_language
"that hoe out there, fat trel said it best.",42,offensive_language
"rt <user> : ""go talk to your other hoes"" <url>",46,offensive_language
"i wasn't calling you a faggot, but you are one lol.",51,hate_speech
snl mocks entire obama tenure in ebola skit - hot air <url>,59,neither
japanese babe maria ozawa gets her asian pussy fucked& 160 ;hard <url>,70,offensive_language
"rt <user> : its funny when sluts say ""u just mad cause i'm 100% real"" its like no bitch swerve cuz u actually about 65% water gtfo",130,offensive_language
how ah yardie reach wyoming?? (live at <url>,44,neither
"rt <user> : ""and if you aint a hoe, get up out my traphouseeee"" <url>",69,offensive_language
<user> your welcome my nig salute,33,offensive_language
"rt <user> : niggas will fuck over a pretty girl w her head on right , for a ho who only got 3 pair of good panties & 128514 ;& 9996 ;& 65039 ; .",144,offensive_language
""" <user> : stay tuned to <user> for an update on the report that <user> 1b <user> will be out 8-10 weeks"" <user> bum",116,neither
<user> will you mention why being called nigger is wrong(witch i agree with) bossy is wrong.but being called a pimp is still ok?,128,hate_speech
<user> they say i got too many bitch ... i swear i ain't got the right ones,75,offensive_language
it's funny how these swaggot white boys wanna act like they're ballin till it comes time to tip. sad ass crackers.,114,offensive_language
<user> omg bitch go to sleep it was just a coincidence huh ? & 9995 ;& 128514 ;,79,offensive_language
<user> i'm signing up and it's ghetto as fuck lmaoo,51,offensive_language
"rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. but nothing is set in stone at all.",139,neither
"danny brown better put out more music before he ods, that dude is out his fuckin bird",85,offensive_language
"watch - we salute the vets & 8211 ;tuesday jihadi bitch slaying: mk-48, m203& 8217 ;s fired at taliban cockroaches during firefight <url>",137,offensive_language
rt <user> : im just a average nigguh who chasin his money dreams while tryin stay out of trouble,96,offensive_language
ew wtf lol& 8220 ; <user> : lmfaooooo rt <user> : lmfaooooooooo bitches goin gay for this? <url>,96,offensive_language
rt <user> : i wonder if i can sue a bitch 4wasting my mf time,61,offensive_language
rt <user> : & 8220 ; <user> : charlie sheen gets point for this <url>,69,neither
seeing so many basic bitches rn,31,offensive_language
<user> <user> great reply except it was trash,45,neither
rikanya & 128557 ; get this bitch out my dm,43,offensive_language
when guys are more sentimental than most girls like man up pussy & 128530 ;& 128583 ;& 128581 ;,95,offensive_language
"i just heard my mom go ""she is up"" v annoyed bitch the fuck you expect i slept for how long and now i'm hungry bye felecia",122,offensive_language
<user> \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,77,offensive_language
<user> ironic that he's a trashcan because he holds trash everytime you two cuddle! burn.,89,neither
rt <user> : rt <user> : ok i'm watching mook vs lux....neither of them was good... but mook won 3-0 ..this wasn't close to me vs hitm& 8230 ;,141,neither
rt <user> : pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that & 128175 ;,101,hate_speech
"<user> you did. you crushed his ""i got me an exotic bitch!"" dreams.",67,offensive_language
"hurry up nigga this the last key, they dont know where the fiberglass safe at, to get in that bitch you need a glass key!",121,offensive_language
<user> <user> bumcia is trash smfh i would've thought he would have gone after khan but what you said makes sense,113,neither
america is white trash and so are all americans.,48,hate_speech
"rt <user> : twitter hoes just different, bitches want to text or dm all day. hoe i'm trying to fuck something...",112,offensive_language
"rt <user> : "" now i know why niggas have sides, my bitch boring """,65,offensive_language
